population,average_monthly_income,daily_foot_traffic,nearby_competitors,monthly_rent,distance_to_mall_km,nearby_retail_stores,estimated_monthly_customers,average_purchase_value,monthly_operating_cost,local_demand_score,target_age_group_score,profitable
108506,7967.08,24055,10,2408.26,12.45,128,2365,373.07,3943.45,3.2,7.9,1
119751,10354.42,19833,5,1660.1,13.18,9,2406,392.37,4484.57,4.3,3.6,1
391050,2523.9,4761,15,9905.94,9.68,78,868,69.1,10380.58,3.2,6.0,0
415904,7369.3,22029,12,8574.53,13.36,99,3500,321.1,20099.41,7.1,6.5,1
297486,6761.42,3966,8,3600.73,8.08,79,966,193.32,8953.38,6.4,2.9,0
178229,8915.03,14285,14,14064.43,4.23,120,3059,401.94,18023.37,2.9,3.7,1
471079,7110.05,3588,13,19865.17,13.21,134,852,264.29,23746.96,9.0,2.0,0
378452,7177.71,13515,2,8517.29,8.17,72,1201,336.57,19854.79,5.1,1.0,0
455299,6010.76,1615,14,12866.61,13.6,84,328,304.84,12477.45,2.1,3.2,0
116081,4742.76,5078,8,19296.54,0.7,109,1816,221.72,18979.27,2.9,5.6,0
468949,6563.78,3090,3,16799.16,6.02,73,267,221.95,24346.45,5.9,7.4,0
99045,2744.17,7872,4,9807.49,14.22,146,1699,47.23,22376.59,4.0,8.1,0
44698,11595.89,4073,6,15012.3,3.82,147,606,392.13,22366.06,8.7,1.6,0
120078,9001.31,3478,5,3434.57,14.13,138,772,415.2,8142.26,5.5,3.5,1
352767,11500.9,11139,9,10729.97,14.31,20,2586,453.3,17342.21,9.2,7.9,1
32671,3880.64,9922,7,6302.15,13.24,91,2314,125.26,19716.47,1.9,5.3,0
428400,10733.08,11358,7,4062.11,8.5,128,3500,422.72,12114.68,7.0,2.6,1
365528,9992.29,24197,7,9099.34,9.74,144,3500,453.72,14135.07,9.0,4.5,1
445323,8610.1,23906,2,3489.28,13.06,45,3500,383.34,9775.96,3.6,3.4,1
96202,8062.81,5475,14,14280.72,11.66,123,346,344.44,25000.0,2.2,1.5,0
61663,4823.77,5425,15,9668.56,9.49,23,1610,224.85,19080.76,5.1,7.9,0
25708,10072.31,24931,13,11091.75,14.74,80,3437,411.9,19806.65,9.7,3.6,1
364050,6765.91,24974,9,3781.14,10.32,113,3500,285.74,8041.62,6.7,9.5,1
321955,2244.36,24935,5,3655.66,14.63,123,3483,100.83,12197.83,6.8,9.0,1
143883,4785.06,22176,6,12084.89,0.96,117,1402,191.4,16305.6,7.0,7.4,1
328394,11320.62,23529,8,19715.19,2.17,6,2505,490.49,20894.77,1.4,3.9,1
122547,10432.14,11286,9,2828.76,6.83,24,3500,435.35,15905.19,5.0,3.5,1
475298,11810.01,22287,9,6428.9,5.83,123,3475,428.36,12124.15,1.7,5.3,1
396393,8093.93,20314,13,17519.72,11.76,99,1882,350.2,19692.01,3.8,4.2,0
44754,4098.86,15216,11,2373.17,2.49,141,1455,176.32,16010.9,8.4,9.1,1
236814,3209.56,2495,14,17641.83,14.64,25,382,158.95,18678.97,6.9,2.1,0
247714,3462.6,22914,15,10961.43,4.79,12,1634,133.29,20460.71,10.0,7.5,0
152483,1707.85,14344,3,8757.07,6.49,33,3062,108.9,17491.37,2.5,6.5,0
143983,5602.16,4391,4,6883.93,4.19,39,545,221.02,19473.44,4.6,8.3,0
470486,3509.99,16022,7,6645.23,8.73,42,3457,176.59,18132.8,8.3,5.9,1
224835,5822.38,7645,0,6810.25,0.97,94,782,210.07,16617.04,2.9,6.7,0
411896,11317.44,8998,11,17811.26,2.33,72,1700,433.33,20338.44,2.4,9.7,1
94896,6020.67,10054,5,14752.11,11.21,135,2407,270.93,20244.09,4.8,1.8,1
487095,10718.84,2602,14,13724.74,2.88,113,205,412.16,25000.0,4.5,1.9,0
81295,7857.8,3530,3,16176.23,3.61,115,634,424.6,15242.62,9.8,4.5,0
229686,4094.88,9024,4,5885.18,11.92,16,1360,192.12,17034.46,5.1,5.3,0
372833,5236.47,8607,10,12742.81,1.49,36,1137,210.7,15467.78,8.7,2.8,0
283255,2381.16,17126,4,9741.26,6.62,67,3500,136.24,12198.23,9.0,1.7,1
309648,5001.36,18768,1,15866.39,0.44,47,3500,176.02,17712.03,2.4,1.2,0
142874,8614.18,15435,7,6875.87,5.27,111,3500,390.72,8277.46,7.4,7.9,1
18155,2257.17,24899,14,13220.39,10.51,42,2681,135.05,25000.0,3.5,5.4,0
476872,3656.71,10124,1,17762.04,1.44,33,1475,208.95,25000.0,1.9,8.6,0
311528,5505.13,23631,3,8640.86,13.34,59,2904,198.16,15686.42,8.9,4.2,1
384705,11811.52,16323,11,2265.82,13.65,56,3500,411.32,13109.0,3.6,7.3,1
57254,9741.05,21214,12,10804.97,1.66,119,3500,359.13,17879.72,4.1,5.4,1
294062,9201.61,8363,4,7573.48,14.86,23,1330,353.98,18609.31,3.9,6.5,1
95981,2720.01,3609,13,13772.28,4.53,39,1068,192.16,23999.77,2.8,4.3,0
463929,9700.46,19070,0,19069.63,1.35,52,1682,497.77,20281.98,4.9,1.7,1
40306,9745.32,12982,5,10226.56,0.18,114,3500,407.05,16157.97,4.9,9.5,1
157718,7811.58,2050,1,9857.61,6.19,35,195,312.93,18139.11,4.7,8.5,0
318987,11898.8,1146,13,13437.11,9.48,7,335,458.46,25000.0,9.2,3.8,0
130975,4915.17,23028,4,2966.45,5.05,92,3500,237.84,13248.12,4.1,9.6,1
368745,11383.36,21540,14,5816.62,12.57,56,3500,564.76,18322.55,1.3,3.7,1
493951,11104.68,13907,5,18460.61,10.78,75,1144,533.48,25000.0,2.6,5.0,0
117512,1620.55,13200,10,13728.91,5.32,55,2276,121.72,20549.95,7.5,7.8,0
157443,6226.22,1037,7,1255.44,11.04,60,167,305.21,14621.87,6.3,3.8,0
480587,11759.59,14666,8,4887.88,14.11,103,3500,512.0,10816.79,9.6,3.9,1
383616,2582.77,7072,12,13973.91,1.49,25,2515,100.95,18109.81,7.2,4.7,0
143121,7251.74,734,14,15523.58,4.66,133,100,253.24,24571.42,2.7,5.2,0
172688,11779.05,14567,11,16957.33,7.0,112,3500,470.12,17314.93,2.1,2.1,1
375871,7332.7,10196,15,6551.36,7.52,57,2250,314.42,11216.82,5.7,1.2,1
385037,3493.06,14650,5,18689.54,8.18,10,1557,67.04,24863.07,7.0,9.3,0
293076,7612.92,23423,4,11505.99,4.58,86,2584,296.87,16665.64,2.5,4.2,1
127796,3646.63,18258,11,14234.24,10.04,83,3500,104.57,25000.0,6.4,1.9,0
301999,6956.89,2409,3,12338.04,9.71,51,472,328.97,24331.01,8.8,7.8,0
202506,2277.44,12650,1,3332.06,8.71,100,1236,63.61,11199.21,7.5,3.7,0
475910,7857.57,24102,1,19299.18,1.8,110,2999,330.71,24447.15,7.0,2.6,1
184088,6926.29,580,6,3334.64,7.21,86,100,242.05,14087.86,8.1,9.7,0
279544,9271.69,2583,4,5842.76,5.41,35,551,450.75,12618.65,1.9,9.3,0
390002,8122.35,13878,15,16458.93,7.42,147,2230,239.86,17638.42,2.8,2.0,0
183714,7270.87,15717,6,12753.34,13.84,62,3088,314.63,21913.27,1.3,9.1,1
25151,8742.68,18574,12,16924.83,7.26,27,2042,285.84,25000.0,2.3,9.0,0
454623,3011.39,17640,10,10798.99,0.31,45,2787,94.99,13823.95,9.2,6.7,1
76690,7751.28,3170,0,8162.87,6.64,19,257,320.36,19358.21,3.0,5.8,0
14499,3307.16,4251,0,18515.06,12.33,91,1390,145.05,24789.49,7.0,3.0,0
16295,11217.98,12244,15,1688.79,11.72,7,1465,460.18,6422.95,7.2,2.1,1
393029,2217.51,5761,4,17266.47,7.75,5,1654,96.29,24289.68,6.8,6.5,0
398215,6018.93,15191,1,5385.54,3.82,79,2504,208.66,9345.36,6.0,8.4,1
331184,8805.87,7352,7,17125.99,7.03,143,1487,344.03,19148.82,5.4,7.2,1
284327,6309.23,1994,13,3644.74,8.5,80,294,253.95,15939.91,4.8,2.6,0
432515,2467.0,22624,14,12024.16,15.0,8,3500,108.45,23702.72,9.3,3.6,0
153946,7310.48,24939,2,17874.05,9.7,29,3500,289.14,19638.71,1.1,5.9,1
388480,8237.14,17785,0,9997.25,10.44,98,2594,365.97,22062.46,1.5,6.6,1
42711,8889.82,1172,12,15184.77,7.42,100,155,360.26,17252.2,5.4,1.7,0
277683,5419.23,9130,1,16288.76,5.38,112,2414,226.84,16555.48,4.0,6.5,1
194423,7418.43,10768,9,14993.39,12.21,103,1277,277.6,14751.62,4.7,7.6,0
464483,6232.21,944,9,18581.27,7.47,99,238,196.67,20012.49,10.0,2.6,0
189426,8556.59,9657,6,9489.85,14.92,104,853,349.97,14600.09,8.0,3.2,0
398207,7627.35,12482,5,4289.38,6.91,95,3071,365.47,17489.63,8.9,3.3,1
143629,7020.44,9155,11,1908.41,1.11,48,1959,303.01,6674.78,4.3,9.5,1
310504,4120.01,19082,7,5682.74,10.27,132,1797,123.93,11297.24,3.2,4.7,0
223090,1521.19,2787,6,3720.75,0.79,27,710,101.58,14520.63,7.9,5.8,0
143272,3327.86,12457,13,11601.03,3.83,27,2416,116.36,15207.79,8.3,7.5,0
253548,2729.19,4508,9,4513.96,5.37,59,564,144.9,14507.95,5.9,4.3,0
471713,6215.39,12196,12,1739.74,11.12,81,2025,230.18,9008.8,9.1,1.9,1
188047,7928.71,9604,7,1683.81,7.46,67,1994,334.81,5900.83,9.7,6.9,1
293501,3737.39,996,2,16799.82,0.53,107,100,123.57,24982.62,5.2,7.0,0
129121,11360.1,1963,5,12237.55,9.29,64,682,429.75,12141.54,3.0,3.3,0
87505,1570.16,23712,12,7803.62,6.23,84,3500,40.0,12043.25,5.7,1.3,0
12869,9609.16,21137,6,17990.33,13.84,99,1918,409.97,21022.62,9.9,7.0,1
267186,8064.65,12959,14,2333.74,7.54,73,3500,341.09,9823.83,3.6,7.3,1
464351,5422.33,17377,15,19626.12,10.66,118,2724,238.22,25000.0,6.6,1.2,0
322252,2030.13,21949,9,12709.54,3.36,108,3500,94.97,18139.9,7.2,7.2,1
122296,8088.61,22314,10,4485.82,11.44,112,3194,285.43,13314.87,2.9,9.5,1
104179,5548.94,18310,0,13902.31,10.84,93,3500,270.25,20866.98,6.3,2.6,1
100272,11330.8,10384,0,15504.24,13.57,25,2875,502.87,19255.92,3.8,5.7,1
48467,7190.9,18677,6,9157.51,0.6,135,3500,248.22,21467.63,8.7,7.3,1
295472,11366.34,3223,12,17371.02,6.77,14,426,481.26,25000.0,7.4,3.1,0
363556,3815.08,17542,10,3863.92,10.22,91,2388,196.35,12655.2,8.4,7.8,1
490047,9120.12,5261,12,6297.91,1.52,95,920,341.3,7970.31,2.8,8.8,1
145059,7981.11,8130,2,2776.35,6.22,141,841,304.44,10605.74,1.3,8.3,1
68871,9263.79,16875,2,5006.68,14.14,127,2722,397.26,8402.8,8.7,3.3,1
425615,3754.01,9241,14,5535.85,6.6,8,2452,74.64,12710.47,4.5,8.2,0
138391,8482.44,4850,4,18435.03,14.78,94,1500,284.87,19198.31,2.6,4.7,0
449430,6729.42,707,14,2484.08,0.95,100,113,219.69,13137.38,1.8,3.4,0
96416,9299.66,4690,15,9120.89,10.8,33,610,282.17,10342.29,5.6,2.5,0
342415,4933.97,2383,10,11115.58,8.76,90,738,251.61,23285.42,2.4,9.2,0
316208,10845.6,3386,5,18075.17,7.56,51,1108,334.42,19000.02,6.1,4.8,0
266687,2385.16,17361,1,19956.23,14.57,81,3177,112.56,25000.0,7.5,8.8,1
211163,9975.49,9453,15,15314.37,2.03,91,643,439.6,25000.0,5.8,2.4,0
117450,10543.86,8881,2,19445.03,13.45,35,2384,407.07,20778.55,9.1,7.9,1
181890,10081.15,23738,5,15954.92,10.4,55,3500,369.83,25000.0,2.4,2.0,1
448741,6883.63,14295,2,19300.85,3.96,40,935,286.99,22493.45,5.4,1.2,0
291974,6103.04,17639,13,14438.14,13.53,99,3500,244.21,25000.0,2.5,10.0,1
420645,11960.75,10138,4,2515.51,6.5,19,2398,528.61,16640.14,8.9,1.7,1
410109,3906.31,5431,8,8636.48,12.23,82,943,40.0,11354.22,9.4,5.2,0
126381,7242.2,10355,11,13285.35,5.89,44,2950,243.75,23432.42,4.6,8.9,1
483125,8542.09,6224,15,7663.65,12.78,49,1173,369.76,10645.39,3.8,8.4,1
57333,8859.11,12920,2,6194.29,9.59,94,3398,356.89,9899.16,3.5,5.2,1
144508,3642.26,21034,11,11970.59,2.2,60,3500,183.29,12670.12,8.7,6.5,1
215362,8366.94,4560,10,18736.54,9.78,58,613,347.78,19024.21,7.1,6.7,0
348357,10092.88,5265,12,1664.66,2.95,89,1274,396.98,11550.57,8.9,2.0,1
409111,2025.2,20496,12,15615.39,6.24,13,3500,65.89,20332.6,2.1,3.6,0
160810,11070.97,7053,5,14731.82,2.64,122,2484,559.09,24067.73,5.3,3.7,1
302890,1809.79,7878,10,19315.12,0.43,69,1371,149.14,21768.05,7.1,4.4,0
59377,5237.7,18573,4,18683.51,3.26,112,1474,234.28,25000.0,9.1,3.5,0
451620,1666.04,18200,4,15482.42,8.09,133,3500,70.56,15034.28,4.4,3.3,0
326189,2310.02,7630,10,10887.77,7.28,145,1886,119.31,11528.38,3.8,4.2,0
370032,11067.27,3686,13,4881.08,7.57,42,1268,484.03,15022.74,9.2,4.4,1
443006,5226.04,6289,13,11359.48,3.79,109,573,229.98,22625.59,1.4,5.4,0
379599,5960.1,16622,5,15541.69,10.31,44,2703,200.83,24774.85,5.3,2.6,0
146672,3761.12,18029,5,18017.72,10.59,147,1806,239.67,22781.8,5.1,8.1,1
235732,7769.51,21278,0,16004.53,5.43,134,3500,323.09,18308.96,2.3,8.7,1
365323,7745.43,8442,10,4710.07,13.23,79,2736,410.51,5942.93,4.6,3.2,1
181836,5408.1,8048,14,12394.04,9.7,37,1693,225.68,18538.1,7.5,2.1,0
215615,4996.87,17444,8,7311.3,10.72,89,2023,187.59,14032.31,4.3,7.5,1
55714,10792.13,18796,4,1174.91,4.23,63,1845,500.89,7415.12,3.8,9.3,1
460051,5524.48,18748,0,4804.2,0.11,99,3500,236.04,13358.31,8.0,1.3,1
112946,6681.76,796,7,3151.19,12.99,30,169,273.94,13995.54,9.9,1.1,0
381760,4474.7,2909,6,17011.66,12.35,107,781,118.97,24720.88,8.0,2.7,0
115983,9761.08,24514,6,5911.62,1.94,25,3500,423.45,10151.58,8.6,7.2,1
476960,5673.21,1961,14,6409.26,5.67,84,354,202.26,14736.36,9.5,9.7,0
197563,6892.92,21176,13,19238.79,9.95,75,1406,253.33,19325.1,8.2,7.8,0
134123,4160.25,2768,4,8202.65,9.82,70,673,141.88,10142.94,9.8,6.2,0
421805,11870.43,17878,0,1182.13,12.92,41,3342,496.77,13161.83,7.7,7.3,1
315628,4560.71,7054,8,6393.08,2.19,18,2370,105.66,16133.16,7.0,3.1,0
92989,9592.8,16891,15,3266.69,6.51,112,3500,373.17,14596.43,7.2,7.2,1
308356,5988.7,19399,10,2953.36,1.55,139,3484,288.56,6344.7,9.1,3.9,1
315669,3665.28,18301,8,2472.26,5.9,85,2545,84.33,15867.85,7.1,3.0,0
188274,9897.05,19200,7,12271.93,0.33,84,3500,404.53,13547.99,7.9,3.1,1
173707,5002.87,7858,4,4597.61,13.48,107,510,168.54,16988.57,2.9,7.0,0
335352,10584.53,20816,13,7863.61,7.95,39,3290,403.2,12871.82,9.2,7.9,1
305972,11110.2,23088,2,17378.34,12.76,106,3500,527.17,17273.32,5.0,6.2,1
421927,10528.15,18171,7,9062.42,0.99,135,3500,338.6,12977.93,2.4,1.6,1
275564,1867.58,18002,0,18398.14,3.49,122,3500,112.98,19077.34,8.2,1.3,0
368896,9767.42,8137,2,10460.82,3.96,99,985,366.8,16747.36,4.2,3.0,0
141373,5819.06,1160,11,8577.9,5.86,59,360,206.38,21209.01,2.7,3.6,0
448452,10674.09,9407,10,15257.39,12.06,13,1141,371.39,18468.24,3.3,4.6,0
125294,8198.52,7422,6,2390.33,5.86,73,998,365.64,11869.55,1.3,1.7,0
469451,10253.25,12453,13,2700.09,3.15,32,1464,400.56,15752.44,1.8,7.5,1
457456,6744.03,24988,14,13387.5,1.07,147,2685,253.88,20900.96,6.3,7.4,1
134019,7117.77,23221,3,10251.87,1.28,117,3500,290.2,14910.08,8.8,4.1,1
75726,3016.07,19413,6,16017.89,11.42,35,3500,112.13,25000.0,5.0,6.1,0
151564,9731.87,4470,11,18409.15,6.73,63,1124,289.24,19163.7,6.6,1.9,0
387812,5903.59,3907,10,8378.97,10.92,86,1353,211.6,15505.5,8.3,4.7,1
278246,6750.84,9546,12,12331.79,10.27,58,1233,314.81,22222.6,4.2,8.7,0
191408,9743.53,24300,13,10513.24,2.12,46,1501,314.41,10419.03,6.9,6.9,1
128015,7787.88,15047,4,19650.6,2.23,27,3500,257.02,25000.0,4.2,1.9,1
226386,3611.54,5260,5,16790.6,11.35,113,1117,123.12,18896.97,6.8,8.6,0
264079,7697.44,18781,15,18323.02,10.85,90,3500,271.62,18864.86,3.0,7.1,1
36641,5780.15,23248,13,5832.46,5.73,69,1826,229.81,10230.5,9.8,5.1,1
175656,6430.02,13965,6,15678.0,1.25,93,2742,202.55,25000.0,1.7,7.2,0
173817,1797.27,4587,14,6043.99,0.28,58,671,52.5,18430.35,5.5,2.6,0
426309,3705.31,21258,12,4966.11,4.39,122,3026,145.81,8751.7,3.6,6.0,1
469321,4450.9,8107,9,18941.06,0.24,109,1027,210.48,18674.2,6.4,6.6,0
375890,8986.08,4519,15,1366.78,3.53,15,722,421.68,7827.41,4.9,9.3,1
455101,1620.67,1315,11,19342.39,6.35,67,218,51.75,25000.0,3.8,1.6,0
46631,5792.16,13063,6,3835.98,1.91,26,1994,326.09,16341.66,3.3,4.4,1
252289,11202.28,13792,15,16569.32,1.65,121,3500,438.9,25000.0,2.6,9.4,1
82991,2674.75,24139,6,6242.53,13.46,62,3500,148.43,16759.02,8.0,3.0,1
14014,6922.46,16658,6,7663.34,8.82,24,3500,373.47,15917.77,3.0,8.3,1
283237,9758.49,1422,10,5118.4,14.02,148,504,397.31,7945.04,8.0,1.0,0
28070,11396.58,13429,12,12124.77,5.25,97,3500,387.19,12662.18,5.4,1.2,1
307921,9341.15,15425,12,7613.82,10.19,54,2573,378.19,15839.41,1.7,3.9,1
66958,9065.94,21751,6,13490.47,3.15,94,3500,332.06,19800.21,2.5,7.9,1
92074,10178.12,18148,2,1297.3,9.31,108,3500,393.4,14036.99,9.0,1.9,1
20729,6185.11,20608,14,2223.12,2.03,131,3500,346.65,7972.37,6.4,4.4,1
240785,9961.37,11479,11,2893.56,0.13,117,1422,337.32,4830.83,2.7,2.2,1
186089,1583.63,3222,2,8960.88,13.98,78,860,78.37,14676.91,7.3,3.0,0
207392,11207.89,5855,6,16481.13,8.37,17,713,404.43,25000.0,8.4,5.5,0
168823,6154.72,13801,13,17875.38,13.91,19,2233,230.81,25000.0,4.0,3.9,0
115864,7310.49,3050,1,5651.4,5.07,77,391,329.66,6960.16,6.0,2.9,0
403002,4176.26,22203,13,11913.02,4.98,31,2964,182.96,22901.24,3.6,4.5,0
219141,9296.57,11641,1,15598.93,6.07,140,715,360.61,20611.11,1.7,7.3,0
377654,2304.68,23570,2,6487.76,10.62,92,3500,59.7,11932.19,4.6,2.1,0
64748,10662.68,18557,13,8771.15,8.53,40,2761,442.31,13524.53,7.8,5.3,1
15801,10195.23,21471,3,10955.51,13.89,56,1845,493.19,18501.28,5.1,3.5,1
160262,3768.63,11784,15,3562.62,0.48,143,1015,105.68,11747.89,4.6,4.4,0
452905,9997.91,22237,5,1493.66,10.65,12,3500,495.5,11731.08,4.3,8.4,1
245362,9756.76,23741,12,3903.31,5.02,61,3500,450.25,12579.99,5.1,9.4,1
454209,8138.27,18550,7,12910.22,2.79,114,1920,394.0,14199.46,3.9,3.2,1
39592,5421.96,21395,15,2398.75,7.7,134,1923,232.3,7263.07,6.5,6.7,1
282791,4350.74,23056,9,4604.23,7.63,68,3500,232.59,16616.77,1.6,7.1,1
149788,3933.73,1884,9,7419.22,2.14,15,431,106.91,16557.74,8.3,8.6,0
229963,4845.39,21287,6,2479.53,3.11,138,3157,160.41,9812.83,2.6,9.1,1
490761,10987.36,20838,3,4642.29,6.18,100,3141,477.79,8087.65,6.7,5.2,1
258710,2315.23,23189,1,18314.13,6.19,80,3500,107.4,16751.29,5.0,9.8,1
230984,10203.15,8752,1,1366.68,4.83,68,1350,400.71,7147.88,8.0,9.7,1
382771,5163.35,7738,14,13415.21,2.31,105,2589,81.4,13445.18,8.4,5.6,0
342460,6976.79,23865,3,8303.77,0.17,97,1732,257.3,14912.71,2.8,5.9,1
268067,9842.1,6526,5,13780.33,14.56,48,851,334.98,23707.68,7.1,7.0,0
274512,10785.95,23493,2,12185.14,14.16,146,3500,456.11,15458.29,2.7,4.4,1
87575,5120.2,10982,5,5246.48,7.31,87,3406,195.25,17217.99,2.1,7.0,1
278799,6349.36,14301,4,17096.98,14.93,137,1337,222.56,24836.92,9.4,5.6,0
247549,5852.42,16620,4,10346.87,10.14,103,3500,366.24,11905.91,2.5,1.3,1
80031,1639.14,16080,1,16628.18,1.13,29,3500,117.47,23681.85,3.1,8.7,0
479645,4607.4,9164,7,8714.24,1.85,106,1299,237.09,10943.23,2.2,9.5,1
494299,6321.49,17842,4,19709.03,13.75,77,3500,362.97,25000.0,5.2,1.2,1
97922,5816.48,993,10,15639.3,9.49,126,148,272.77,16366.73,9.3,8.1,0
458982,9080.26,23926,1,19353.05,12.66,75,2512,324.66,22585.09,3.4,4.5,1
134046,5540.44,16965,6,10772.2,13.48,121,2500,177.22,17983.49,5.9,6.3,1
416619,6638.45,7499,12,10000.13,6.77,86,1755,313.78,10654.97,4.7,5.5,1
42097,6010.89,14333,15,15353.62,0.82,134,3500,137.47,16275.9,4.0,6.0,0
481873,9276.57,3470,14,17725.53,2.91,120,587,367.17,20345.74,6.1,5.5,0
152038,10561.21,511,8,19318.77,1.09,14,100,313.89,23465.18,6.0,8.7,0
134862,7084.84,24708,8,7166.49,2.91,134,3500,288.34,18893.53,4.2,7.2,1
240229,9789.04,16051,0,16175.39,6.22,64,3500,434.27,17374.86,8.7,4.7,1
128834,4616.26,17645,6,5002.27,1.86,49,3500,198.62,10518.94,1.5,7.2,1
103848,7184.38,3685,8,11365.91,2.58,140,582,334.28,17277.82,1.8,9.7,0
62921,5124.91,16909,5,4417.11,6.74,123,3500,303.24,9378.81,9.9,1.7,1
190798,5849.11,2306,0,7600.55,5.17,11,408,226.79,16215.16,7.7,4.5,0
136141,9190.35,23535,1,18695.81,7.07,76,3500,508.0,20292.48,8.2,8.8,1
191372,10757.46,6164,3,3775.72,6.49,25,674,440.93,15061.13,6.4,7.7,1
294821,2775.7,14626,13,13015.62,9.7,101,2005,158.49,18979.5,4.8,9.4,0
65609,8163.71,13394,15,12266.13,14.06,51,2516,296.0,12934.87,6.7,1.4,1
237897,7612.51,5654,3,3294.03,1.71,5,1848,385.47,12786.21,1.8,8.8,1
459877,2743.36,22708,1,7193.6,1.58,144,3500,161.82,15155.05,7.8,8.1,1
41024,3724.89,14267,7,11696.65,12.81,132,3500,222.57,15759.09,5.9,8.3,1
80313,4765.53,20543,1,4556.39,7.65,98,1869,193.35,5790.15,9.6,6.4,1
399957,3252.78,15726,2,16211.85,11.52,136,3115,67.34,17578.6,6.7,1.5,0
194078,4059.16,2025,15,19470.97,3.31,38,376,185.39,22851.0,2.4,5.9,0
367429,4309.81,1260,13,5080.43,12.45,91,302,87.54,8663.23,5.3,4.7,0
418554,5024.58,17478,3,4551.33,13.87,36,3500,184.17,13148.45,1.5,5.7,1
471243,9368.6,24076,8,9643.77,9.57,7,3500,384.3,18975.24,7.7,7.7,1
495988,7505.08,14380,9,15207.54,1.68,72,3500,419.06,25000.0,5.5,6.4,1
123632,11855.59,1555,0,6350.41,13.44,61,393,490.15,15491.1,4.3,3.6,0
483351,5854.73,10546,7,1377.72,11.91,118,3500,241.17,12059.3,9.7,6.4,1
422724,9415.58,3583,11,11283.19,11.29,37,627,373.47,18936.3,9.5,1.7,0
261451,10650.42,16178,14,19175.41,0.65,135,3500,358.91,25000.0,9.6,1.0,1
13051,8629.27,12608,13,8434.26,12.0,136,3500,349.46,12140.42,3.0,4.6,1
189819,5824.58,20559,4,8982.56,2.16,34,3500,238.13,12647.41,7.6,7.8,1
386836,9412.74,10150,6,19409.13,3.41,74,2829,328.08,19169.64,9.5,8.4,1
490358,3638.5,6457,15,14197.54,8.7,53,1118,86.2,19671.93,6.1,5.9,0
97235,4939.3,5755,7,14664.27,4.05,34,620,173.49,14981.52,2.9,8.8,0
457237,7240.2,9911,14,11691.34,9.95,86,2339,292.85,14864.98,8.4,2.1,1
207484,7541.8,21112,4,19517.58,9.16,148,2511,278.79,23888.92,8.9,9.7,1
199407,1732.49,16844,15,14088.46,1.71,138,3323,40.0,25000.0,7.3,9.3,0
459395,11423.7,21065,7,18005.62,9.87,28,3500,471.41,25000.0,3.6,6.4,1
435309,8814.59,10191,9,14288.2,13.87,119,874,379.53,23099.18,2.7,1.5,0
472894,6704.89,18714,10,14967.2,2.5,96,1294,274.26,19034.01,6.6,5.1,0
221810,11297.84,3895,7,6517.81,9.0,25,942,423.76,18461.34,5.3,2.6,0
442950,6110.5,1703,8,6766.1,5.19,12,271,274.16,18793.81,7.0,6.7,0
213687,11794.57,19694,1,15876.71,6.95,40,3500,462.26,25000.0,2.0,2.7,1
83523,6878.99,19976,2,6637.42,4.38,128,3500,215.71,15630.26,2.2,5.3,1
246175,2700.0,3544,0,11692.63,5.38,13,305,159.81,13977.41,4.3,2.9,0
104476,9530.41,22955,3,5737.69,0.53,44,1402,398.89,7774.2,3.3,2.6,1
243841,8628.43,7772,14,16522.68,14.73,133,2561,339.17,25000.0,6.6,3.2,1
289163,9616.36,21557,14,3099.53,9.41,121,2702,306.1,5201.72,4.3,1.3,1
355757,11490.14,4014,4,16759.49,7.56,72,754,422.36,19254.16,7.2,7.4,1
232866,9653.14,10490,10,12451.87,5.82,7,3500,487.05,18292.0,7.9,3.8,1
96672,7919.03,6692,0,4551.28,8.14,112,2061,241.34,5926.72,2.7,7.3,1
83847,10501.74,11267,7,11298.67,5.76,126,1041,407.5,22828.8,9.3,6.9,1
354894,8569.09,17028,1,6367.48,5.46,13,3500,341.95,10826.56,8.1,1.6,1
220706,5785.25,8007,0,7145.88,7.01,8,2234,247.43,8087.27,6.6,3.8,1
38251,10799.01,5357,1,7679.03,4.21,10,1444,357.1,21059.89,9.2,6.1,1
113481,3829.95,12618,14,2203.07,2.78,77,3500,161.91,7810.57,3.4,9.3,1
384710,9003.73,18261,12,19733.27,8.39,30,3500,275.84,25000.0,4.8,4.6,1
35945,10756.42,3646,15,1599.16,12.66,134,411,435.13,9174.5,1.8,5.5,1
362996,9178.82,21908,4,13587.44,2.38,118,3500,334.53,21490.59,5.1,7.8,1
42217,8821.39,17677,8,8053.33,0.59,89,3500,309.56,11576.84,5.6,8.2,1
18308,9402.7,6256,8,13274.2,3.78,90,1518,417.85,19156.74,6.5,9.3,1
278093,6383.08,4914,1,7768.72,14.7,135,399,243.54,11564.44,1.6,5.5,0
193062,10678.79,17994,1,13801.26,12.45,39,1430,450.84,25000.0,1.3,2.7,0
404366,3636.08,22556,2,14855.47,8.98,118,3500,170.78,14676.67,4.8,7.9,1
230552,2837.56,20937,6,14120.5,13.95,63,2210,177.0,16867.16,2.7,2.1,0
110235,4497.84,4437,10,3165.28,6.73,42,658,119.5,16142.64,7.8,4.8,0
84740,7081.56,4463,2,13480.97,14.75,37,1296,329.21,19025.24,7.0,6.7,1
388496,6860.9,21826,0,6319.76,4.51,125,3500,275.26,14856.9,3.9,7.2,1
